"number","assignment_group","assigned_to","sys_updated_by","closed_by","rule.priority","tenant_id","state","item","item.item_id","decision","rule.id","deleted","sys_created_on","sys_updated_on","closed_at","first_opened","decision_method","closefirstopenedtask","reopentask","item.abstract_product_id"
"RRTASK121802548","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids 2T Shirt Pack Girl Girls Child Short Sleeve Girls 2T St Patricks Day Prints Long Sleeve Undershirt for Kids T Shirt Trendy Girls Fans Present Tops","15874820758","Review","2860","false","2025-03-30 21:46:37","2025-03-30 21:46:37","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802549","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Girls T Shirts Girls Child Short Sleeve T Shirts Toddler St Patricks Day Prints Girls 2T T Shirt Trendy Girls Excision Fans Present Tops","15874920679","Review","2860","false","2025-03-30 21:46:37","2025-03-30 21:46:37","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802550","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Sweatshirt Color Solid Zip Boys Size Large Sweatshirt Jackets Long Hoodie Top Size 14 Boys Clothes Sleeve Up Girls Kids Toddler Boy Zip Up Hoodie Boys Coat&Jacket","15874870683","Review","3282","false","2025-03-30 21:46:37","2025-03-30 21:46:37","","","Manual","0","0","626WBFUNFN70"
"RRTASK121802543","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Toddler T Shirts Girls Child Short Sleeve Girl Shirts Crop Tops St Patricks Day Prints Girls Get Dirty Too Shirt T Shirt Trendy Girls Fans Present Tops","15861617944","Review","2860","false","2025-03-30 21:46:37","2025-03-30 21:46:37","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802545","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Toddler Girl Blouse Girls Child Short Sleeve T Shirt 18 Months Girl St Patricks Day Prints Plus Size Girls Clothes T Shirt Trendy Girls Fans Present Tops","15873713501","Review","2860","false","2025-03-30 21:46:37","2025-03-30 21:46:37","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802546","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Toddler Tech Shirt Girls Child Short Sleeve Long Sleeve Shirts Juniors Girls St Patricks Day Prints T Shirt Trendy Girls Glitter Top Girls Fans Present Tops","15873663769","Review","2860","false","2025-03-30 21:46:37","2025-03-30 21:46:37","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802558","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Just one You By Toddler Girl Girls Child Short Sleeve Phrasing Shirt St Patricks Day Prints Girls Shorts Pajamas Set T Shirt Trendy Girls 5T T Shirts Girls Fans Present","15837551457","Review","2860","false","2025-03-30 21:46:38","2025-03-30 21:46:38","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802559","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids My Slave T Shirt Girls Child Short Sleeve Plus Size Girls Clothes St Patricks Day Prints High Necked Shirts for Girl T Shirt Trendy Girls Fans Present Tops","15867353350","Review","2860","false","2025-03-30 21:46:38","2025-03-30 21:46:38","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802554","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Toddler Extra Wide Girls Child Short Sleeve Toddler Heart Shirt St Patricks Day Prints 4T Girls Top T Shirt Trendy Girls Shirt Kids Long Sleeve Fans Present Tops","15886007458","Review","2860","false","2025-03-30 21:46:38","2025-03-30 21:46:38","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802555","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids 5T T Shirts Girls Child Short Sleeve Junior Girls Tops St Patricks Day Prints Long Sleeve Shirt Girl T Shirt Trendy Girls 2T Girls Undershirts Fans Present Tops","15837551456","Review","2860","false","2025-03-30 21:46:38","2025-03-30 21:46:38","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802557","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids 5T Girls Shirts Girls Child Short Sleeve High Necked Shirts for Girl St Patricks Day Prints Junior Long Sleeve Tops T Shirt Trendy Girls Fans Present Tops","15849671196","Review","2860","false","2025-03-30 21:46:38","2025-03-30 21:46:38","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802551","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids High Necked Shirts for Girl Girls Child Short Sleeve Toddler Long Sleeve Shirt Girl St Patricks Day Prints Girl Tops 2T T Shirt Trendy Girls Fans Present Tops","15867303362","Review","2860","false","2025-03-30 21:46:38","2025-03-30 21:46:38","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802562","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Sweatshirt Color Solid Zip Solid Pullover Hoodie Kids Jackets Long Hoodie Top Fleece Girl Jacket Sleeve Up Girls Kids Toddler Boy Fall Clothes Boys Coat&Jacket","15868254157","Review","3282","false","2025-03-30 21:46:39","2025-03-30 21:46:39","","","Manual","0","0","626WBFUNFN70"
"RRTASK121802560","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Toddler T Shirts Girls Child Short Sleeve T Shirt Long Sleeve Kids St Patricks Day Prints Girls Shirt Rainbow T Shirt Trendy Girls Fans Present Tops","15831923941","Review","2860","false","2025-03-30 21:46:39","2025-03-30 21:46:39","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802561","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Toddler Girl Blouse Girls Child Short Sleeve Girls 2T St Patricks Day Prints Girls Banana Shirt T Shirt Trendy Girls Toddler Girl Long Sleeve Tops Pack Fans Present Tops","15849100549","Review","2860","false","2025-03-30 21:46:39","2025-03-30 21:46:39","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802564","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Sweatshirt Color Solid Zip Preschool Boy Clothes Jackets Long Hoodie Top Youth Hoodies Sleeve Up Girls Kids Girly Sweatshirt Juniors Boys Coat&Jacket","15868354547","Review","3282","false","2025-03-30 21:46:39","2025-03-30 21:46:39","","","Manual","0","0","626WBFUNFN70"
"RRTASK121802565","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Girls Shorts Pajamas Set Girls Child Short Sleeve Girls Soccer Shirt St Patricks Day Prints Long Sleeve Furry Shirt T Shirt Trendy Girls Fans Present Tops","15867353931","Review","2860","false","2025-03-30 21:46:39","2025-03-30 21:46:39","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802566","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Floral Tops Girls Child Short Sleeve 2T Shirt Pack Girl St Patricks Day Prints Sports T Shirts for Girls T Shirt Trendy Girls Toddler Extra Wide Fans Present Tops","15831923942","Review","2860","false","2025-03-30 21:46:39","2025-03-30 21:46:39","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802567","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Sweatshirt Color Solid Zip Big Boys Jackets Long Hoodie Top Baby Boy Clothes Fleece Sleeve Up Girls Kids Sweatshirts Hoodies Boys Coat&Jacket","15845419280","Review","3282","false","2025-03-30 21:46:39","2025-03-30 21:46:39","","","Manual","0","0","626WBFUNFN70"
"RRTASK121802563","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Toddler Heart Shirt Girls Child Short Sleeve Girls Tops St Patricks Day Prints Kids T Shirt T Shirt Trendy Girls Musically Top Fans Present Tops","15815622453","Review","2860","false","2025-03-30 21:46:39","2025-03-30 21:46:39","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802569","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Sweatshirt Color Solid Zip Basketball Hoodies Kids Jackets Long Hoodie Top Youth Large Hoodie Sleeve Up Girls Kids Hoodies for Baby Boys Coat&Jacket","15849100547","Review","3282","false","2025-03-30 21:46:40","2025-03-30 21:46:40","","","Manual","0","0","626WBFUNFN70"
"RRTASK121802571","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Girls Christmas Girls Child Short Sleeve Dance Shirts for Girls St Patricks Day Prints Sports T Shirts for Girls T Shirt Trendy Girls Sweater Shirts Fans Present Tops","15899305733","Review","2860","false","2025-03-30 21:46:40","2025-03-30 21:46:40","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802572","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids T Shirt Girls Child Short Sleeve Girls Raglan Shirts St Patricks Day Prints 2T Shirts T Shirt Trendy Girls Tops Fans Present Tops","15845419284","Review","2860","false","2025-03-30 21:46:40","2025-03-30 21:46:40","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802577","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Shirts for Teen Kids Long Sleeve Shirt for Kids Girls Child Short Sleeve Phrasing Shirt St Patricks Day Prints T Shirts Toddler T Shirt Trendy Girls Ting Tops for Teen Girls Fans Present Top","15870912853","Review","2860","false","2025-03-30 21:46:41","2025-03-30 21:46:41","","","Manual","0","0","6UWJQJEG35B9"
"RRTASK121802579","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Kids Child Toddler Baby Boys Warm Hooded Sweatshirts Boys Girls Solid Long Kids Sweatsuit Sleeve Patchwork Hooded Sweatshirt Youth Hoodie Pullover Tops Blouse Outfits Clothes","15874820760","Review","3282","false","2025-03-30 21:46:41","2025-03-30 21:46:41","","","Manual","0","0","626WBFUNFN70"
"RRTASK121802627","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Dinosaur Baby Clothes Hoodie Pullover Set Popular Baby Boy Layering Printed Hoodie Set on Junior Track Suit Casual Letter Printed infant Boy Long Sleev","15861617991","Review","3282","false","2025-03-30 21:46:46","2025-03-30 21:46:46","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802625","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Baby Boy Coats 3-6 Months Hoodie Pullover Set Popular Kids Summer Clothes Boys Printed Hoodie Set on Baby Boy Basket Casual Letter Printed Long Sleeve","15870912912","Review","3282","false","2025-03-30 21:46:46","2025-03-30 21:46:46","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802629","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Toddler Boys Suspenders and Bow Tie Set Hoodie Pullover Set Popular 4T Boys Clothes Lot Printed Hoodie Set on Casual Letter Printed Long Sleeve","15882164611","Review","3282","false","2025-03-30 21:46:46","2025-03-30 21:46:46","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802631","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Baby for Boys Hoodie Pullover Set Popular Baby Boy Clothes Printed Hoodie Set on Toddler Summer Clothes for Boys Casual Letter Printed Long Sleeve","15870912908","Review","3282","false","2025-03-30 21:46:46","2025-03-30 21:46:46","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802635","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Boy Clothes Hoodie Pullover Set Popular Little Boys 3 Cute Printed Hoodie Set on Baby Boy Set Casual Letter Printed Toddler Shirt with Bow Tie Long Sle","15867303418","Review","3282","false","2025-03-30 21:46:47","2025-03-30 21:46:47","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802634","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Toddler Boy Dress Clothes Hoodie Pullover Set Popular 5T Sweatsuit Boy Printed Hoodie Set on Toddler Boys Summer Clothes Casual Letter Printed Long Sle","15868304787","Review","3282","false","2025-03-30 21:46:47","2025-03-30 21:46:47","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802693","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Baby Stuff for Newborns Hoodie Pullover Set Popular infant Set Printed Hoodie Set on New Baby Boy Gift Set Casual Letter Printed Long Sleeve","15837551521","Review","3282","false","2025-03-30 21:46:58","2025-03-30 21:46:58","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802700","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Boys Four Cute Jacket Set Hoodie Pullover Set Popular Set Boys Printed Hoodie Set on Baby Registry Name Casual Letter Printed Long Sleeve","15882164610","Review","3282","false","2025-03-30 21:46:58","2025-03-30 21:46:58","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802695","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Toddler Boy Dress Clothes Hoodie Pullover Set Popular Baby Registry Name Printed Hoodie Set on Casual Letter Printed Baby Boy Basket Long Sleeve","15861158426","Review","3282","false","2025-03-30 21:46:58","2025-03-30 21:46:58","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802702","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Firetruck Clothes for Boys Hoodie Pullover Set Popular Clothes Gift Set Printed Hoodie Set on 7 Clothes Casual Letter Printed 12Mo Boy Clothes Long Sle","15872918537","Review","3282","false","2025-03-30 21:46:59","2025-03-30 21:46:59","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802707","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Boys Set Hoodie Pullover Set Popular Dinosaur Toddler Clothes Printed Hoodie Set on Toddler Boy Shirt and Tie Set Casual Letter Printed Long Sleeve","15894210570","Review","3282","false","2025-03-30 21:46:59","2025-03-30 21:46:59","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802708","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Kids Jogging Suits Boys Hoodie Pullover Set Popular Boy Fall Printed Hoodie Set on Baby Boy formal Shirt Casual Letter Printed Long Sleeve","15849100620","Review","3282","false","2025-03-30 21:46:59","2025-03-30 21:46:59","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802714","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's 2T Boys Clothes Summer Hoodie Pullover Set Popular Boys Four Cute Jacket Set Printed Hoodie Set on Casual Letter Printed New Baby Boy Gift Set Long Sle","15873252826","Review","3282","false","2025-03-30 21:47:00","2025-03-30 21:47:00","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802753","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Autumn and Winter Children's Set Boys Hoodie Pullover Set Popular Baby Boy Clothes Printed Hoodie Set on Little Boys Shirt and Bow Tie Casual Letter Printed Long Sleeve","15868254208","Review","3282","false","2025-03-30 21:47:08","2025-03-30 21:47:08","","","Manual","0","0","6W4D633D9KTH"
"RRTASK121802885","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Big Boys Fleece Sweatshirt Children Solid Baby Girls Hoodie Plus Babies Hooded Color Toddler Jackets Boys Top Girls Tops","15867403109","Review","3282","false","2025-03-30 21:47:36","2025-03-30 21:47:36","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802890","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Children's Long Sleeve St. Baby Christmas Clothes Patrick's Day Cartoon Print Sweatpants and Hoodie Set for Girls Homewear Top Pants Suit Cute Pants for Teens Girls Casual Wear","15894210684","Review","3282","false","2025-03-30 21:47:37","2025-03-30 21:47:37","","","Manual","0","0","6I6K4JRUOU2U"
"RRTASK121802892","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover 2T Sweatshirt Fleece Sweatshirt Children Solid Preschool Boy Clothes Plus Babies Hooded Color 6T Boys Clothes Top Girls Tops","15861158565","Review","3282","false","2025-03-30 21:47:37","2025-03-30 21:47:37","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802897","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Girls Fleece Lined Sweatshirt Fleece Sweatshirt Children Solid Cat and Sweaters Plus Babies Hooded Color Zip Up Girls Top Girls Tops","15861667161","Review","3282","false","2025-03-30 21:47:46","2025-03-30 21:47:46","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802898","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover 4T Sweaters Boys Fleece Sweatshirt Children Solid 18 Month Boy Hoodie Plus Babies Hooded Color Girls Dance Sweatshirt Top Girls Tops","15861667162","Review","3282","false","2025-03-30 21:47:46","2025-03-30 21:47:46","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802899","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Boys 4T Jacket Fleece Sweatshirt Children Solid Teen Sweatshirts for Girls Plus Babies Hooded Color Thin Hoodies for Boys Top Girls Tops","15808616984","Review","3282","false","2025-03-30 21:47:46","2025-03-30 21:47:46","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802907","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Girl Sweaters with Zipper Fleece Sweatshirt Children Solid Oversized Hoodie for Kids Plus Babies Hooded Color Baby Sweatshirt Girl Top Girls Tops","15886007652","Review","3282","false","2025-03-30 21:47:47","2025-03-30 21:47:47","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802913","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Purge Suits Boys Fleece Sweatshirt Children Solid Kids Winter Clothes Plus Babies Hooded Color Youth Boys Clothes Top Girls Tops","15867303556","Review","3282","false","2025-03-30 21:47:48","2025-03-30 21:47:48","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802911","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Cropped Fleece Hoodie Fleece Sweatshirt Children Solid Teen Boys Hoodies Plus Babies Hooded Color Baby Boy Sweater 18 Months Top Girls Tops","15849100777","Review","3282","false","2025-03-30 21:47:48","2025-03-30 21:47:48","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802914","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Baby Girls Hoodie Fleece Sweatshirt Children Solid Gymnastics Jackets for Girls Plus Babies Hooded Color Teen Sweatshirts for Girls Top Girls Tops","15849621335","Review","3282","false","2025-03-30 21:47:48","2025-03-30 21:47:48","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802921","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Cat Hoodies Fleece Sweatshirt Children Solid 2T Zip Up Hoodie Boy Plus Babies Hooded Color Fall Sweaters for Toddler Boy Top Girls Tops","15868254916","Review","3282","false","2025-03-30 21:47:49","2025-03-30 21:47:49","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802924","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Boy Fall Clothes Fleece Sweatshirt Children Solid Zipper Sweater for Girls Plus Babies Hooded Color Hoodies for Teen Girls Cat Ears Top Girls Tops","15845369563","Review","3282","false","2025-03-30 21:47:49","2025-03-30 21:47:49","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802930","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Baby Fleece Shirt Fleece Sweatshirt Children Solid 18 Month Old Jacket Plus Babies Hooded Color Boy Youth Sweater Top Girls Tops","15831973802","Review","3282","false","2025-03-30 21:47:50","2025-03-30 21:47:50","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802938","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Girls Hooded Zip Sweatshirt Fleece Sweatshirt Children Solid Baby Sweatshirt Girl Plus Babies Hooded Color Toddler Boy Jacket Top Girls Tops","15868354733","Review","3282","false","2025-03-30 21:47:50","2025-03-30 21:47:50","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802934","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Kids Clothes Boys 2-7 Fleece Sweatshirt Children Solid 5T Sweater Plus Babies Hooded Color Hoodie for Girls Teens Top Girls Tops","15873763359","Review","3282","false","2025-03-30 21:47:50","2025-03-30 21:47:50","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802936","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Boys Fleece Sweatshirt Children Solid Boy Youth Sweater Plus Babies Hooded Color Youth Hoodies for Boys Top Girls Tops","15867353512","Review","3282","false","2025-03-30 21:47:50","2025-03-30 21:47:50","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802945","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Boys Youth Hoodies Fleece Sweatshirt Children Solid 18 Month Boy Hoodie Plus Babies Hooded Color Hoodies Sweatshirts Top Girls Tops","15867353513","Review","3282","false","2025-03-30 21:47:51","2025-03-30 21:47:51","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802952","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Kids Sweatshirt Fleece Sweatshirt Children Solid Toddler Boy Jacket Plus Babies Hooded Color 4T Sweaters Boys Top Girls Tops","15873713696","Review","3282","false","2025-03-30 21:47:51","2025-03-30 21:47:51","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802949","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Babies Sweaters Boy Fleece Sweatshirt Children Solid Teen Boy Hoodie Plus Babies Hooded Color Boy Sweatshirt Top Girls Tops","15882114007","Review","3282","false","2025-03-30 21:47:51","2025-03-30 21:47:51","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802956","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Boys Jacket 12 Fleece Sweatshirt Children Solid Girls Sweaters Size 8 Plus Babies Hooded Color Girls Zip Up Sweater Top Girls Tops","15874820941","Review","3282","false","2025-03-30 21:47:52","2025-03-30 21:47:52","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802958","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Zip Up Hoodie Girls Fleece Sweatshirt Children Solid Girls Zip Hoodie Plus Babies Hooded Color Toddler Sweaters Top Girls Tops","15873713695","Review","3282","false","2025-03-30 21:47:52","2025-03-30 21:47:52","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802959","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Hoodies for Baby Boys Fleece Sweatshirt Children Solid 18Month Jacket Plus Babies Hooded Color Toddler Sweaters Top Girls Tops","15872968289","Review","3282","false","2025-03-30 21:47:52","2025-03-30 21:47:52","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802960","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover 5T Hoodie Fleece Sweatshirt Children Solid 2T Hoodies for Boys Plus Babies Hooded Color 4T Girls Zip Up Sweatshirt Top Girls Tops","15849100775","Review","3282","false","2025-03-30 21:47:52","2025-03-30 21:47:52","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802961","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Boys 2T Winter Clothes Fleece Sweatshirt Children Solid Zip Up Sweatshirt Kids Plus Babies Hooded Color Fleece Jacket 2T Top Girls Tops","15831973804","Review","3282","false","2025-03-30 21:47:52","2025-03-30 21:47:52","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802962","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Fall Sweaters for Toddler Boy Fleece Sweatshirt Children Solid Jacket Baby Boy Plus Babies Hooded Color Fleece Jackets for Toddler Boys Top Girls Tops","15872968290","Review","3282","false","2025-03-30 21:47:53","2025-03-30 21:47:53","","","Manual","0","0","7CWM3UB8WV7L"
"RRTASK121802966","US - Marketplace Item Risk Reviewers PHL","","svcsn_tns","","P3","Item-CA-1","Open","Rinsvye Toddler Boys Girls Pullover Baby Boy Fleece Coverall Fleece Sweatshirt Children Solid Fleece Jacket 2T Plus Babies Hooded Color Preschool Boy Clothes Top Girls Tops","15861158564","Review","3282","false","2025-03-30 21:47:53","2025-03-30 21:47:53","","","Manual","0","0","7CWM3UB8WV7L"
